timestamp,user,source_ip,event,details
2025-11-09 04:38:06,bob,10.0.0.23,port_scan,auto_generated_detail_351
2025-11-09 04:38:59,carol,10.0.0.13,login_success,auto_generated_detail_352
2025-11-09 04:42:53,svc_sync,10.0.0.35,login_failed,auto_generated_detail_353
2025-11-09 04:44:24,bob,10.0.0.20,login_success,auto_generated_detail_354
2025-11-09 04:47:27,dave,10.0.0.5,sap_transaction,auto_generated_detail_355
2025-11-09 04:50:28,alice,10.0.0.8,login_failed,auto_generated_detail_356
2025-11-09 04:53:55,bob,10.0.0.48,file_download,auto_generated_detail_357
2025-11-09 04:55:21,bob,10.0.0.39,file_access,auto_generated_detail_358
2025-11-09 04:58:30,bob,10.0.0.43,file_access,auto_generated_detail_359
2025-11-09 05:02:00,alice,10.0.0.47,email_sent,auto_generated_detail_360
2025-11-09 05:04:48,carol,10.0.0.43,sap_transaction,auto_generated_detail_361
2025-11-09 05:06:03,carol,10.0.0.49,brute_force,auto_generated_detail_362
2025-11-09 05:10:42,alice,10.0.0.44,login_success,auto_generated_detail_363
2025-11-09 05:13:57,alice,10.0.0.21,login_success,auto_generated_detail_364
2025-11-09 05:15:56,bob,10.0.0.33,login_success,auto_generated_detail_365
2025-11-09 05:17:16,alice,10.0.0.20,sap_transaction,auto_generated_detail_366
2025-11-09 05:18:17,carol,10.0.0.36,sap_transaction,auto_generated_detail_367
2025-11-09 05:22:56,alice,10.0.0.23,file_download,auto_generated_detail_368
2025-11-09 05:24:13,carol,10.0.0.11,login_success,auto_generated_detail_369
2025-11-09 05:25:47,dave,10.0.0.4,login_success,auto_generated_detail_370
2025-11-09 05:27:58,svc_sync,10.0.0.41,login_success,auto_generated_detail_371
2025-11-09 05:31:57,alice,10.0.0.17,login_success,auto_generated_detail_372
2025-11-09 05:36:07,svc_backup,10.0.0.14,login_success,auto_generated_detail_373
2025-11-09 05:40:02,bob,10.0.0.20,config_change,auto_generated_detail_374
2025-11-09 05:44:29,carol,10.0.0.12,sap_transaction,auto_generated_detail_375
2025-11-09 05:45:49,admin,10.0.0.5,file_access,auto_generated_detail_376
2025-11-09 05:49:09,carol,10.0.0.8,privilege_escalation,auto_generated_detail_377
2025-11-09 05:53:43,admin,10.0.0.20,login_success,auto_generated_detail_378
2025-11-09 05:55:15,bob,10.0.0.34,login_success,auto_generated_detail_379
2025-11-09 05:59:08,alice,10.0.0.16,sap_transaction,auto_generated_detail_380
2025-11-09 06:02:16,svc_backup,10.0.0.28,login_success,auto_generated_detail_381
2025-11-09 06:06:43,bob,10.0.0.26,brute_force,auto_generated_detail_382
2025-11-09 06:10:04,alice,10.0.0.22,email_sent,auto_generated_detail_383
2025-11-09 06:13:05,dave,10.0.0.10,login_success,auto_generated_detail_384
2025-11-09 06:17:16,dave,10.0.0.10,config_change,auto_generated_detail_385
2025-11-09 06:21:26,bob,10.0.0.2,file_copied,auto_generated_detail_386
2025-11-09 06:21:45,bob,10.0.0.11,login_failed,auto_generated_detail_387
2025-11-09 06:26:25,bob,10.0.0.20,login_success,auto_generated_detail_388
2025-11-09 06:27:37,alice,10.0.0.28,file_access,auto_generated_detail_389
2025-11-09 06:31:41,alice,10.0.0.33,file_access,auto_generated_detail_390
2025-11-09 06:31:59,carol,10.0.0.38,login_success,auto_generated_detail_391
2025-11-09 06:33:22,bob,10.0.0.2,file_access,auto_generated_detail_392
2025-11-09 06:35:35,carol,10.0.0.13,file_access,auto_generated_detail_393
2025-11-09 06:36:28,carol,10.0.0.25,login_success,auto_generated_detail_394
2025-11-09 06:41:07,carol,10.0.0.34,login_failed,auto_generated_detail_395
2025-11-09 06:44:36,admin,10.0.0.4,file_access,auto_generated_detail_396
2025-11-09 06:47:57,bob,10.0.0.3,login_success,auto_generated_detail_397
2025-11-09 06:48:41,bob,10.0.0.48,file_access,auto_generated_detail_398
2025-11-09 06:49:44,dave,10.0.0.49,config_change,auto_generated_detail_399
2025-11-09 06:51:02,alice,10.0.0.36,privilege_escalation,auto_generated_detail_400
2025-11-09 06:52:41,dave,10.0.0.45,login_success,auto_generated_detail_401
2025-11-09 06:56:56,carol,10.0.0.10,login_success,auto_generated_detail_402
2025-11-09 07:01:00,alice,10.0.0.14,login_success,auto_generated_detail_403
2025-11-09 07:02:52,admin,10.0.0.22,email_sent,auto_generated_detail_404
2025-11-09 07:07:25,bob,10.0.0.36,login_failed,auto_generated_detail_405
2025-11-09 07:07:53,dave,10.0.0.14,login_success,auto_generated_detail_406
2025-11-09 07:08:27,admin,10.0.0.23,login_success,auto_generated_detail_407
2025-11-09 07:11:45,bob,10.0.0.27,config_change,auto_generated_detail_408
2025-11-09 07:15:12,bob,10.0.0.13,login_failed,auto_generated_detail_409
2025-11-09 07:19:36,bob,10.0.0.35,login_success,auto_generated_detail_410
2025-11-09 07:20:28,dave,10.0.0.7,login_success,auto_generated_detail_411
2025-11-09 07:22:10,carol,10.0.0.22,login_success,auto_generated_detail_412
2025-11-09 07:25:07,carol,10.0.0.21,login_success,auto_generated_detail_413
2025-11-09 07:28:55,alice,10.0.0.30,login_success,auto_generated_detail_414
2025-11-09 07:29:26,dave,10.0.0.24,file_access,auto_generated_detail_415
2025-11-09 07:33:18,bob,10.0.0.5,login_success,auto_generated_detail_416
2025-11-09 07:36:55,bob,10.0.0.49,file_access,auto_generated_detail_417
2025-11-09 07:37:20,alice,10.0.0.40,file_access,auto_generated_detail_418
2025-11-09 07:41:14,alice,10.0.0.6,login_success,auto_generated_detail_419
2025-11-09 07:44:31,bob,10.0.0.38,login_success,auto_generated_detail_420
2025-11-09 07:45:59,dave,10.0.0.25,login_success,auto_generated_detail_421
2025-11-09 07:46:48,carol,10.0.0.35,login_success,auto_generated_detail_422
2025-11-09 07:49:38,carol,10.0.0.17,external_transfer,auto_generated_detail_423
2025-11-09 07:50:01,dave,10.0.0.33,login_failed,auto_generated_detail_424
2025-11-09 07:54:58,alice,10.0.0.18,file_access,auto_generated_detail_425
2025-11-09 07:56:57,svc_sync,10.0.0.20,file_access,auto_generated_detail_426
2025-11-09 08:01:18,alice,10.0.0.10,file_download,auto_generated_detail_427
2025-11-09 08:05:19,alice,10.0.0.47,login_success,auto_generated_detail_428
2025-11-09 08:06:13,dave,10.0.0.22,file_access,auto_generated_detail_429
2025-11-09 08:06:56,carol,10.0.0.20,file_copied,auto_generated_detail_430
2025-11-09 08:08:26,dave,10.0.0.46,file_access,auto_generated_detail_431
2025-11-09 08:11:41,carol,10.0.0.9,port_scan,auto_generated_detail_432
2025-11-09 08:13:02,alice,10.0.0.33,login_success,auto_generated_detail_433
2025-11-09 08:17:55,carol,10.0.0.31,sap_transaction,auto_generated_detail_434
2025-11-09 08:22:47,alice,10.0.0.7,login_success,auto_generated_detail_435
2025-11-09 08:26:20,svc_sync,10.0.0.48,login_failed,auto_generated_detail_436
2025-11-09 08:30:00,dave,10.0.0.38,login_success,auto_generated_detail_437
2025-11-09 08:32:52,carol,10.0.0.30,login_success,auto_generated_detail_438
2025-11-09 08:37:26,bob,10.0.0.37,file_access,auto_generated_detail_439
2025-11-09 08:39:09,dave,10.0.0.10,login_success,auto_generated_detail_440
2025-11-09 08:39:47,dave,10.0.0.35,login_success,auto_generated_detail_441
2025-11-09 08:41:21,alice,10.0.0.47,login_success,auto_generated_detail_442
2025-11-09 08:45:56,admin,10.0.0.7,login_success,auto_generated_detail_443
2025-11-09 08:50:48,bob,10.0.0.42,login_success,auto_generated_detail_444
2025-11-09 08:55:31,alice,10.0.0.43,login_success,auto_generated_detail_445
2025-11-09 08:56:59,alice,10.0.0.41,privilege_escalation,auto_generated_detail_446
2025-11-09 09:00:01,admin,10.0.0.38,login_success,auto_generated_detail_447
2025-11-09 09:00:25,alice,10.0.0.43,config_change,auto_generated_detail_448
2025-11-09 09:02:50,carol,10.0.0.38,login_success,auto_generated_detail_449
2025-11-09 09:03:15,carol,10.0.0.42,login_failed,auto_generated_detail_450
2025-11-09 09:05:59,bob,10.0.0.45,login_success,auto_generated_detail_451
2025-11-09 09:10:01,alice,10.0.0.5,login_success,auto_generated_detail_452
2025-11-09 09:13:43,carol,10.0.0.15,login_success,auto_generated_detail_453
2025-11-09 09:15:06,bob,10.0.0.47,login_success,auto_generated_detail_454
2025-11-09 09:18:12,svc_sync,10.0.0.10,config_change,auto_generated_detail_455
2025-11-09 09:22:45,carol,10.0.0.22,login_success,auto_generated_detail_456
2025-11-09 09:23:57,bob,10.0.0.17,login_success,auto_generated_detail_457
2025-11-09 09:24:32,bob,10.0.0.26,file_download,auto_generated_detail_458
2025-11-09 09:28:16,bob,10.0.0.12,sap_transaction,auto_generated_detail_459
2025-11-09 09:31:06,alice,203.0.113.55,brute_force,auto_generated_detail_460
2025-11-09 09:35:15,admin,203.0.113.55,brute_force,auto_generated_detail_461
2025-11-09 09:38:46,admin,203.0.113.55,login_failed,auto_generated_detail_462
2025-11-09 09:39:20,admin,203.0.113.55,brute_force,auto_generated_detail_463
2025-11-09 09:39:34,admin,203.0.113.55,login_failed,auto_generated_detail_464
2025-11-09 09:42:51,admin,203.0.113.55,login_failed,auto_generated_detail_465
2025-11-09 09:47:48,alice,10.0.0.37,login_success,auto_generated_detail_466
2025-11-09 09:51:15,carol,10.0.0.37,login_success,auto_generated_detail_467
2025-11-09 09:52:25,alice,10.0.0.8,login_success,auto_generated_detail_468
2025-11-09 09:55:28,carol,10.0.0.25,config_change,auto_generated_detail_469
2025-11-09 09:57:19,carol,10.0.0.27,login_failed,auto_generated_detail_470
2025-11-09 09:57:52,alice,10.0.0.47,login_success,auto_generated_detail_471
2025-11-09 10:02:04,carol,10.0.0.11,file_access,auto_generated_detail_472
2025-11-09 10:06:37,alice,10.0.0.41,login_success,auto_generated_detail_473
2025-11-09 10:10:08,svc_sync,10.0.0.49,sap_transaction,auto_generated_detail_474
2025-11-09 10:13:10,carol,10.0.0.34,login_failed,auto_generated_detail_475
2025-11-09 10:18:08,bob,10.0.0.3,login_success,auto_generated_detail_476
2025-11-09 10:19:14,svc_sync,10.0.0.39,login_success,auto_generated_detail_477
2025-11-09 10:19:37,carol,10.0.0.18,usb_insert,auto_generated_detail_478
2025-11-09 10:21:43,dave,10.0.0.39,login_failed,auto_generated_detail_479
2025-11-09 10:26:21,carol,10.0.0.41,config_change,auto_generated_detail_480
2025-11-09 10:29:45,alice,10.0.0.45,login_success,auto_generated_detail_481
2025-11-09 10:30:51,alice,10.0.0.30,login_success,auto_generated_detail_482
2025-11-09 10:32:18,bob,10.0.0.15,login_success,auto_generated_detail_483
2025-11-09 10:36:29,admin,10.0.0.49,privilege_escalation,auto_generated_detail_484
2025-11-09 10:37:49,carol,10.0.0.37,login_success,auto_generated_detail_485
2025-11-09 10:42:03,carol,10.0.0.22,external_transfer,auto_generated_detail_486
2025-11-09 10:46:08,svc_backup,10.0.0.23,login_failed,auto_generated_detail_487
2025-11-09 10:48:33,carol,10.0.0.14,external_transfer,auto_generated_detail_488
2025-11-09 10:51:05,carol,10.0.0.16,external_transfer,auto_generated_detail_489
2025-11-09 10:53:47,dave,10.0.0.47,login_success,auto_generated_detail_490
2025-11-09 10:58:07,bob,10.0.0.24,login_failed,auto_generated_detail_491
2025-11-09 11:00:37,bob,10.0.0.38,file_access,auto_generated_detail_492
2025-11-09 11:04:01,admin,10.0.0.27,sap_transaction,auto_generated_detail_493
2025-11-09 11:05:25,bob,10.0.0.20,external_transfer,auto_generated_detail_494
2025-11-09 11:06:15,bob,10.0.0.30,file_access,auto_generated_detail_495
2025-11-09 11:10:30,alice,10.0.0.36,login_success,auto_generated_detail_496
2025-11-09 11:15:27,dave,10.0.0.10,login_success,auto_generated_detail_497
2025-11-09 11:17:39,bob,10.0.0.44,file_copied,auto_generated_detail_498
2025-11-09 11:19:44,carol,10.0.0.5,login_success,auto_generated_detail_499
2025-11-09 11:22:43,dave,10.0.0.8,file_access,auto_generated_detail_500
2025-11-09 11:24:03,alice,10.0.0.37,port_scan,auto_generated_detail_501
2025-11-09 11:25:33,bob,10.0.0.32,login_failed,auto_generated_detail_502
2025-11-09 11:27:25,dave,10.0.0.20,login_success,auto_generated_detail_503
2025-11-09 11:28:05,svc_backup,10.0.0.7,file_access,auto_generated_detail_504
2025-11-09 11:30:13,carol,10.0.0.48,file_download,auto_generated_detail_505
2025-11-09 11:30:42,svc_backup,10.0.0.13,login_success,auto_generated_detail_506
2025-11-09 11:32:22,svc_backup,10.0.0.4,brute_force,auto_generated_detail_507
2025-11-09 11:35:55,dave,10.0.0.13,email_sent,auto_generated_detail_508
2025-11-09 11:38:33,admin,10.0.0.2,login_success,auto_generated_detail_509
2025-11-09 11:39:37,svc_backup,10.0.0.23,login_success,auto_generated_detail_510
2025-11-09 11:44:25,carol,10.0.0.10,file_download,auto_generated_detail_511
2025-11-09 11:48:34,bob,10.0.0.9,login_success,auto_generated_detail_512
2025-11-09 11:52:38,carol,10.0.0.47,login_success,auto_generated_detail_513
2025-11-09 11:55:40,dave,10.0.0.38,file_access,auto_generated_detail_514
2025-11-09 11:57:28,alice,10.0.0.42,file_copied,auto_generated_detail_515
2025-11-09 12:01:16,carol,10.0.0.7,login_success,auto_generated_detail_516
2025-11-09 12:02:14,alice,10.0.0.10,login_failed,auto_generated_detail_517
2025-11-09 12:04:31,alice,10.0.0.26,login_success,auto_generated_detail_518
2025-11-09 12:06:57,svc_sync,10.0.0.21,login_failed,auto_generated_detail_519
2025-11-09 12:07:12,bob,10.0.0.25,file_access,auto_generated_detail_520
2025-11-09 12:07:53,carol,10.0.0.31,login_success,auto_generated_detail_521
2025-11-09 12:11:30,dave,10.0.0.47,config_change,auto_generated_detail_522
2025-11-09 12:12:40,carol,10.0.0.20,login_success,auto_generated_detail_523
2025-11-09 12:14:43,alice,10.0.0.10,login_failed,auto_generated_detail_524
2025-11-09 12:18:45,dave,10.0.0.40,login_success,auto_generated_detail_525
2025-11-09 12:23:36,svc_backup,10.0.0.36,sap_transaction,auto_generated_detail_526
2025-11-09 12:25:37,dave,10.0.0.45,config_change,auto_generated_detail_527
2025-11-09 12:26:28,carol,10.0.0.35,file_access,auto_generated_detail_528
2025-11-09 12:27:17,svc_backup,10.0.0.9,login_success,auto_generated_detail_529
2025-11-09 12:32:07,admin,10.0.0.14,login_failed,auto_generated_detail_530
2025-11-09 12:33:33,alice,10.0.0.35,login_success,auto_generated_detail_531
2025-11-09 12:35:28,dave,10.0.0.33,login_success,auto_generated_detail_532
2025-11-09 12:39:59,bob,10.0.0.5,login_success,auto_generated_detail_533
2025-11-09 12:44:31,bob,10.0.0.38,login_success,auto_generated_detail_534
2025-11-09 12:48:37,carol,10.0.0.21,privilege_escalation,auto_generated_detail_535
2025-11-09 12:52:09,bob,10.0.0.2,config_change,auto_generated_detail_536
2025-11-09 12:52:56,alice,10.0.0.24,file_access,auto_generated_detail_537
2025-11-09 12:57:43,svc_sync,10.0.0.6,port_scan,auto_generated_detail_538
2025-11-09 13:01:54,alice,10.0.0.28,login_success,auto_generated_detail_539
2025-11-09 13:03:13,dave,10.0.0.48,file_access,auto_generated_detail_540
2025-11-09 13:06:58,bob,10.0.0.26,login_success,auto_generated_detail_541
2025-11-09 13:10:21,bob,10.0.0.45,external_transfer,auto_generated_detail_542
2025-11-09 13:15:07,alice,10.0.0.24,login_success,auto_generated_detail_543
2025-11-09 13:19:52,bob,10.0.0.10,privilege_escalation,auto_generated_detail_544
2025-11-09 13:21:56,dave,10.0.0.3,port_scan,auto_generated_detail_545
2025-11-09 13:26:03,carol,10.0.0.36,login_success,auto_generated_detail_546
2025-11-09 13:29:27,dave,10.0.0.17,login_success,auto_generated_detail_547
2025-11-09 13:30:56,bob,10.0.0.48,config_change,auto_generated_detail_548
2025-11-09 13:31:22,dave,10.0.0.28,file_access,auto_generated_detail_549
2025-11-09 13:31:40,alice,10.0.0.6,login_success,auto_generated_detail_550
2025-11-09 13:32:07,bob,10.0.0.45,file_access,auto_generated_detail_551
2025-11-09 13:32:41,bob,10.0.0.4,login_success,auto_generated_detail_552
2025-11-09 13:34:50,carol,10.0.0.5,login_success,auto_generated_detail_553
2025-11-09 13:37:28,alice,10.0.0.48,login_failed,auto_generated_detail_554
2025-11-09 13:40:22,alice,10.0.0.11,port_scan,auto_generated_detail_555
2025-11-09 13:44:58,alice,10.0.0.21,login_success,auto_generated_detail_556
2025-11-09 13:49:53,svc_backup,10.0.0.49,email_sent,auto_generated_detail_557
2025-11-09 13:53:41,carol,10.0.0.5,usb_insert,auto_generated_detail_558
2025-11-09 13:57:06,dave,10.0.0.22,file_access,auto_generated_detail_559
2025-11-09 14:00:45,alice,10.0.0.26,login_success,auto_generated_detail_560
2025-11-09 14:05:30,bob,10.0.0.16,login_success,auto_generated_detail_561
2025-11-09 14:06:53,dave,10.0.0.5,login_failed,auto_generated_detail_562
2025-11-09 14:10:36,carol,10.0.0.10,login_success,auto_generated_detail_563
2025-11-09 14:12:56,alice,10.0.0.43,login_success,auto_generated_detail_564
2025-11-09 14:16:56,admin,10.0.0.7,login_failed,auto_generated_detail_565
2025-11-09 14:18:43,alice,10.0.0.26,file_access,auto_generated_detail_566
2025-11-09 14:19:13,admin,10.0.0.14,sap_transaction,auto_generated_detail_567
2025-11-09 14:24:09,alice,10.0.0.15,file_download,auto_generated_detail_568
2025-11-09 14:27:09,bob,10.0.0.2,login_success,auto_generated_detail_569
2025-11-09 14:28:56,svc_sync,10.0.0.9,config_change,auto_generated_detail_570
2025-11-09 14:33:11,svc_backup,10.0.0.46,file_access,auto_generated_detail_571
2025-11-09 14:35:05,bob,10.0.0.17,login_failed,auto_generated_detail_572
2025-11-09 14:37:39,bob,10.0.0.36,file_access,auto_generated_detail_573
2025-11-09 14:40:26,bob,10.0.0.34,file_copied,auto_generated_detail_574
2025-11-09 14:44:34,alice,10.0.0.48,login_success,auto_generated_detail_575
2025-11-09 14:47:27,svc_backup,10.0.0.25,login_success,auto_generated_detail_576
2025-11-09 14:48:00,carol,10.0.0.16,config_change,auto_generated_detail_577
2025-11-09 14:48:18,bob,10.0.0.39,login_failed,auto_generated_detail_578
2025-11-09 14:52:01,bob,10.0.0.14,login_success,auto_generated_detail_579
2025-11-09 14:55:25,carol,10.0.0.17,login_failed,auto_generated_detail_580
2025-11-09 14:58:27,bob,10.0.0.33,usb_insert,auto_generated_detail_581
2025-11-09 15:02:48,bob,10.0.0.48,sap_transaction,auto_generated_detail_582
2025-11-09 15:04:24,alice,10.0.0.36,login_failed,auto_generated_detail_583
2025-11-09 15:09:11,svc_sync,10.0.0.5,login_failed,auto_generated_detail_584
2025-11-09 15:09:59,svc_backup,10.0.0.44,login_success,auto_generated_detail_585
2025-11-09 15:10:12,bob,10.0.0.42,login_success,auto_generated_detail_586
2025-11-09 15:11:39,alice,10.0.0.34,login_success,auto_generated_detail_587
2025-11-09 15:12:19,carol,10.0.0.44,email_sent,auto_generated_detail_588
2025-11-09 15:16:36,carol,10.0.0.3,login_success,auto_generated_detail_589
2025-11-09 15:21:28,bob,10.0.0.3,login_failed,auto_generated_detail_590
2025-11-09 15:23:58,carol,10.0.0.20,login_success,auto_generated_detail_591
2025-11-09 15:27:48,dave,10.0.0.13,login_success,auto_generated_detail_592
2025-11-09 15:28:47,carol,10.0.0.17,login_success,auto_generated_detail_593
2025-11-09 15:33:26,bob,10.0.0.24,login_success,auto_generated_detail_594
2025-11-09 15:36:59,alice,10.0.0.27,login_success,auto_generated_detail_595
2025-11-09 15:39:13,svc_sync,10.0.0.16,login_success,auto_generated_detail_596
2025-11-09 15:40:04,carol,10.0.0.43,config_change,auto_generated_detail_597
2025-11-09 15:41:01,bob,10.0.0.26,login_failed,auto_generated_detail_598
2025-11-09 15:41:39,carol,10.0.0.46,login_success,auto_generated_detail_599
2025-11-09 15:46:04,admin,10.0.0.43,config_change,auto_generated_detail_600
2025-11-09 15:51:03,svc_sync,10.0.0.8,file_copied,auto_generated_detail_601
2025-11-09 15:51:34,alice,10.0.0.46,file_copied,auto_generated_detail_602
2025-11-09 15:55:47,bob,10.0.0.6,file_access,auto_generated_detail_603
2025-11-09 15:58:20,admin,10.0.0.38,file_access,auto_generated_detail_604
2025-11-09 16:00:01,svc_backup,10.0.0.22,login_success,auto_generated_detail_605
2025-11-09 16:01:57,carol,10.0.0.47,sap_transaction,auto_generated_detail_606
2025-11-09 16:02:46,bob,10.0.0.38,login_success,auto_generated_detail_607
2025-11-09 16:06:15,carol,10.0.0.36,login_success,auto_generated_detail_608
2025-11-09 16:07:36,dave,10.0.0.46,privilege_escalation,auto_generated_detail_609
2025-11-09 16:12:02,dave,10.0.0.24,login_success,auto_generated_detail_610
2025-11-09 16:15:55,alice,10.0.0.6,login_success,auto_generated_detail_611
2025-11-09 16:19:28,svc_sync,10.0.0.22,login_success,auto_generated_detail_612
2025-11-09 16:21:57,dave,10.0.0.30,login_failed,auto_generated_detail_613
2025-11-09 16:25:09,carol,10.0.0.26,login_success,auto_generated_detail_614
2025-11-09 16:28:33,alice,10.0.0.41,login_success,auto_generated_detail_615
2025-11-09 16:30:49,dave,10.0.0.7,login_success,auto_generated_detail_616
2025-11-09 16:34:13,dave,10.0.0.42,login_success,auto_generated_detail_617
2025-11-09 16:37:42,bob,10.0.0.8,login_success,auto_generated_detail_618
2025-11-09 16:40:29,bob,10.0.0.19,login_success,auto_generated_detail_619
2025-11-09 16:41:23,alice,10.0.0.30,login_failed,auto_generated_detail_620
2025-11-09 16:45:55,bob,10.0.0.3,login_success,auto_generated_detail_621
2025-11-09 16:50:48,alice,10.0.0.40,config_change,auto_generated_detail_622
2025-11-09 16:54:15,alice,10.0.0.28,login_success,auto_generated_detail_623
2025-11-09 16:55:08,dave,10.0.0.37,file_copied,auto_generated_detail_624
2025-11-09 16:57:22,carol,10.0.0.12,file_access,auto_generated_detail_625
2025-11-09 16:58:58,alice,10.0.0.21,login_success,auto_generated_detail_626
2025-11-09 17:00:22,alice,10.0.0.29,login_success,auto_generated_detail_627
2025-11-09 17:03:05,carol,10.0.0.6,login_success,auto_generated_detail_628
2025-11-09 17:05:21,dave,10.0.0.33,file_access,auto_generated_detail_629
2025-11-09 17:07:11,bob,10.0.0.10,login_success,auto_generated_detail_630
2025-11-09 17:10:43,bob,10.0.0.41,login_success,auto_generated_detail_631
2025-11-09 17:13:41,bob,10.0.0.29,sap_transaction,auto_generated_detail_632
2025-11-09 17:15:00,bob,10.0.0.40,external_transfer,auto_generated_detail_633
2025-11-09 17:16:52,bob,10.0.0.13,external_transfer,auto_generated_detail_634
2025-11-09 17:19:45,bob,10.0.0.46,file_access,auto_generated_detail_635
2025-11-09 17:21:59,bob,10.0.0.19,sap_transaction,auto_generated_detail_636
2025-11-09 17:25:30,bob,10.0.0.38,login_success,auto_generated_detail_637
2025-11-09 17:30:19,alice,10.0.0.37,login_success,auto_generated_detail_638
2025-11-09 17:34:25,svc_backup,10.0.0.15,login_success,auto_generated_detail_639
2025-11-09 17:37:04,dave,10.0.0.6,sap_transaction,auto_generated_detail_640
2025-11-09 17:40:43,carol,10.0.0.10,file_access,auto_generated_detail_641
2025-11-09 17:42:56,bob,10.0.0.11,privilege_escalation,auto_generated_detail_642
2025-11-09 17:46:19,alice,10.0.0.40,login_failed,auto_generated_detail_643
2025-11-09 17:49:54,carol,10.0.0.46,login_success,auto_generated_detail_644
2025-11-09 17:50:22,dave,10.0.0.25,file_access,auto_generated_detail_645
2025-11-09 17:55:06,carol,10.0.0.7,login_success,auto_generated_detail_646
2025-11-09 17:57:23,carol,10.0.0.24,login_success,auto_generated_detail_647
2025-11-09 17:57:55,carol,10.0.0.43,file_access,auto_generated_detail_648
2025-11-09 18:01:29,svc_sync,10.0.0.23,usb_insert,auto_generated_detail_649
2025-11-09 18:05:19,alice,10.0.0.8,login_success,auto_generated_detail_650
2025-11-09 18:09:50,dave,10.0.0.37,login_failed,auto_generated_detail_651
2025-11-09 18:11:53,bob,10.0.0.27,login_success,auto_generated_detail_652
2025-11-09 18:16:19,alice,10.0.0.3,login_failed,auto_generated_detail_653
2025-11-09 18:19:00,bob,10.0.0.7,login_success,auto_generated_detail_654
2025-11-09 18:20:22,bob,10.0.0.23,login_success,auto_generated_detail_655
2025-11-09 18:22:17,carol,10.0.0.24,login_failed,auto_generated_detail_656
2025-11-09 18:26:11,dave,10.0.0.30,login_success,auto_generated_detail_657
2025-11-09 18:28:54,alice,10.0.0.47,login_success,auto_generated_detail_658
2025-11-09 18:31:59,carol,10.0.0.45,sap_transaction,auto_generated_detail_659
2025-11-09 18:34:13,carol,10.0.0.37,login_success,auto_generated_detail_660
2025-11-09 18:39:09,bob,10.0.0.31,login_success,auto_generated_detail_661
2025-11-09 18:42:46,carol,10.0.0.13,file_access,auto_generated_detail_662
2025-11-09 18:46:37,bob,10.0.0.49,file_access,auto_generated_detail_663
2025-11-09 18:48:28,bob,10.0.0.29,login_success,auto_generated_detail_664
2025-11-09 18:50:27,alice,10.0.0.47,sap_transaction,auto_generated_detail_665
2025-11-09 18:51:09,carol,10.0.0.36,login_success,auto_generated_detail_666
2025-11-09 18:54:05,alice,10.0.0.9,login_success,auto_generated_detail_667
2025-11-09 18:58:25,carol,10.0.0.42,login_success,auto_generated_detail_668
2025-11-09 19:01:53,carol,10.0.0.39,login_success,auto_generated_detail_669
2025-11-09 19:05:03,admin,10.0.0.41,login_success,auto_generated_detail_670
2025-11-09 19:07:45,svc_backup,10.0.0.39,login_success,auto_generated_detail_671
2025-11-09 19:09:03,bob,10.0.0.17,login_success,auto_generated_detail_672
2025-11-09 19:10:46,bob,10.0.0.11,login_failed,auto_generated_detail_673
2025-11-09 19:14:30,carol,10.0.0.38,login_success,auto_generated_detail_674
2025-11-09 19:16:15,carol,10.0.0.36,file_access,auto_generated_detail_675
2025-11-09 19:17:53,carol,10.0.0.33,login_success,auto_generated_detail_676
2025-11-09 19:19:38,bob,10.0.0.30,file_access,auto_generated_detail_677
2025-11-09 19:22:51,svc_sync,10.0.0.33,login_success,auto_generated_detail_678
2025-11-09 19:26:17,svc_sync,10.0.0.34,file_access,auto_generated_detail_679
2025-11-09 19:29:56,dave,10.0.0.28,privilege_escalation,auto_generated_detail_680
2025-11-09 19:33:53,carol,10.0.0.7,login_failed,auto_generated_detail_681
2025-11-09 19:35:55,bob,10.0.0.19,login_success,auto_generated_detail_682
2025-11-09 19:38:32,alice,10.0.0.31,login_failed,auto_generated_detail_683
2025-11-09 19:42:55,carol,10.0.0.9,login_failed,auto_generated_detail_684
2025-11-09 19:45:22,dave,10.0.0.25,login_failed,auto_generated_detail_685
2025-11-09 19:45:53,dave,10.0.0.30,login_failed,auto_generated_detail_686
2025-11-09 19:49:40,alice,10.0.0.43,config_change,auto_generated_detail_687
2025-11-09 19:52:22,admin,10.0.0.4,login_success,auto_generated_detail_688
2025-11-09 19:55:30,admin,10.0.0.7,login_success,auto_generated_detail_689
2025-11-09 19:56:40,dave,203.0.113.55,login_failed,auto_generated_detail_690
2025-11-09 19:59:49,admin,203.0.113.55,brute_force,auto_generated_detail_691
2025-11-09 20:01:10,admin,203.0.113.55,login_failed,auto_generated_detail_692
2025-11-09 20:05:52,admin,203.0.113.55,login_failed,auto_generated_detail_693
2025-11-09 20:08:31,admin,203.0.113.55,login_failed,auto_generated_detail_694
2025-11-09 20:12:11,admin,203.0.113.55,login_failed,auto_generated_detail_695
2025-11-09 20:13:28,bob,10.0.0.47,login_success,auto_generated_detail_696
2025-11-09 20:15:44,dave,10.0.0.45,login_success,auto_generated_detail_697
2025-11-09 20:17:06,carol,10.0.0.19,file_access,auto_generated_detail_698
2025-11-09 20:20:28,bob,10.0.0.42,sap_transaction,auto_generated_detail_699
2025-11-09 20:21:25,bob,10.0.0.49,login_success,auto_generated_detail_700
2025-11-09 20:24:43,bob,10.0.0.33,login_success,auto_generated_detail_701
